stepik_course_id,title,language,workload,canonical_url,summary,description,became_published_at,time_to_complete,is_paid,category,cover
7,Программирование на языке C++,ru,5-7 часов в неделю,https://stepik.org/course/7/,"Данный базовый курс повествует об основных средствах языка C++. Особое внимание уделяется обсуждению базовых принципов работы программ, а также процессу их компиляции. Курс далеко не исчерпывающий и покрывает лишь небольшую часть стандарта языка C++, однако мы постарались рассказать о наиболее важных возможностях этого языка.","<p> Программа курса основана на программах курсов языка C++, читаемых в разное время в Академии Современного Программирования, Академическом университете и <a href=""http://compscicenter.ru"" rel=""nofollow noopener noreferrer"">Computer Science Center</a>.</p><p> Мы постарались подобрать тесты и задачи на программирование, которые помогут проверить понимание изложенного материала. К сожалению, мы сможем проверять только работоспособность присланных нам решений — мы не сможем провести code review всех решений и дать комментарии относительно стиля кодирования. Однако, мы можем обсудить наиболее популярные ошибки: как фактические, приводящие к неработоспособности программы, так и стилистические, ошибки, которые ухудшают читабельность кода и усложняют его поддержку.</p><p> Мы благодарны компании <a href=""http://www.jetbrains.com"" rel=""nofollow noopener noreferrer"" title=""Link: http://www.jetbrains.com"">JetBrains</a>, при поддержке которой подготовлен данный курс, а также команде Стэпика. Так же хотелось бы поблагодарить Николая Михайловича Пульцина, автора программы курса по C++, на основе которой создан этот онлайн курс.</p><p>У этого курса есть <a href=""https://stepik.org/course/3206"" rel=""nofollow noopener noreferrer"">продолжение</a>.</p>",2014-08-04T15:14:19Z,78411.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/7/cover/4708a718eeefce5957176a7c5a4ca95d.png
49169,Китайский язык для чайников (HSK 1),ru,1 модуль на 1 неделю,https://stepik.org/course/49169/,"Курс китайского языка предназначен для всех, даже для тех, кто никогда еще не изучал китайский язык, но будьте готовы серьезно поработать: модули насыщены грамматикой и лексикой. 
В курс включена базовая грамматика и лексика уровня HSK 1 (квалификационного экзамена по китайскому), культурологические вставки. Таким образом, по прохождении курса вы можете сказать, что знаете китайский в объеме первой ступеньки экзамена.","<p><i>﻿Краткий курс молодого бойца, или начальный курс китайского, предназначен для вас, если вы:</i><br></p><p><i>1) еще не уверены, сможете вы учить китайский или нет;</i></p><p><i>2) уже уверены, что сможете, но с чего-то надо начать;</i></p><p><i>3) хотите учить язык не просто так, а с целью выучить до определенной, хоть и первой, ступеньки.</i></p><p><i>В общем, дерзайте, все не так сложно, как вы привыкли думать!</i></p>",2019-04-24T15:05:50Z,95659.0,False,Языки,https://cdn.stepik.net/media/cache/images/courses/49169/cover/14e1c4195a8fb4fb49b00ea06660c308.jpg
180245,Основы разработки,ru,,https://stepik.org/course/180245/,"В этом курсе вы познакомитесь с различными направлениям разработки и DevOps, а так же попробуете на практике писать код. Основная цель курса – дать вам детальные карты развития по каждому из направлений, чтобы вы могли сделать осознанный выбор в профессии и знали, какой следующий шаг вам надо сделать.","<p>В этом курсе вы познакомитесь с различными направлениям разработки и DevOps, а так же попробуете на практике писать код. Основная цель курса – дать вам детальные карты развития по каждому из направлений, чтобы вы могли сделать осознанный выбор в профессии и знали, какой следующий шаг вам надо сделать.</p>

<p>Мы начнём с обзора различных направлений развития, сфокусировавшись на JS стеке, чтобы вы могли в дальнейшем легко сменить направление. После этого мы перейдём к практике, где изучим основы JS, чтобы мы могли реализовать финальный проект.</p>

<p>В результате курса, вы получите детальный обзор профессий, а так же план их освоения. Вы на практике напишете проект и попробуете свои силы в разработке.</p>",2023-07-26T14:11:14Z,15915.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/180245/cover_2QhxchJ/65ea3ddef80e269f161b447e0c57950e.jpg
122902,Тестирование ПО: Нагрузочное тестирование с помощью Jmeter,ru,от 5 часов в неделю,https://stepik.org/course/122902/,"ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + разнообразные тестовые задания! Привет, Друзья! Данный курс предназначен для тех, кто хочет освоить САМЫЙ популярный и  востребованный инструмент в работе Специалиста по Нагрузочному тестированию ПО (Perfomance testing Engineer) - Apache Jmeter! Так же он подойдет для тех кто уже работает тестировщиком или в сфере IT и планирует сменить направление в деятельности.","<p><strong>ВНИМАНИЕ!!!&nbsp;</strong>В данном курсе абсолютно&nbsp;<strong>НЕТ ВОДЫ</strong>&nbsp;и ненужной информации. Если Вы любите бесполезные,&nbsp;скучные и нудные видео от которых хочется спать — то Вам не подойдет данный курс.&nbsp;По окончанию курса Вы получите&nbsp;<strong>СЕРТИФИКАТ</strong>, который сможете приложить к своему резюме!</p>

<p><strong>Домашние задания проверяются лично автором + тесты для самопроверки.</strong></p>

<p><strong>Доступ к модулям будет открываться по мере выполнения домашних заданий, это вынужденная мера, по веским причинам. Это частая практика на площадке, особенно в ТОП-курсах. Не переживайте, не нужно выполнять все задания из блоков, достаточно выполнить основные и несколько сопутствующих. Благодарю за понимание)</strong></p>

<p><strong>Особенности курса:</strong></p>

<ol>
	<li>видео-лекции с дублированием теории в виде конспекта, Вам не нужно будет ничего печатать, все уже готово и находится в одном месте. Никаких скучных лекций в формате текста;</li>
	<li>курс содержит базовую теорию, а так же практические задания по самым популярным и востребованным инструментам для тестировщика;</li>
	<li><strong>практические и домашние задания которые проверяет лично автор;</strong></li>
	<li>письменные задания которые дадут опыт в формулировании ответов на собеседовании;</li>
	<li>практические задания по самым популярным инструментам тестировщика;</li>
	<li><strong>курс на котором автор за Вас искренне переживает, а не просто оставляет одних на произвол судьбы</strong></li>
</ol>

<p>&nbsp;</p>

<p>Данный курс включает в себя теоретические и практические занятия по следующим темам<strong>:</strong></p>

<p>Он подойдет как тем, кто только делает первые шаги в мир нагрузочного тестирования, хочет лучше понять эту сферу и готовится к первым собеседованиям, так и тем, кто имеет некий опыт, но чувствует, что полезно получить знания по тестированию в структурированном понятном виде.</p>

<p>Данный курс включает в себя теоретические и практические занятия по следующим темам<strong>:</strong></p>

<p>&nbsp;</p>

<p><strong>Теория нагрузочного тестирования</strong><strong>:</strong></p>

<ol>
	<li>что такое Нагрузочное тестирование;</li>
	<li>когда необходимо проводить нагрузочное тестирование;</li>
	<li>этапы нагрузочного тестирования;</li>
	<li>методика нагрузочного тестирования;</li>
</ol>

<p><strong>Базовые блок по Jmeter:</strong></p>

<ol>
	<li>тестирование ПО с помощью Jmeter;</li>
	<li>тестирование API с помощью Jmeter;</li>
</ol>

<p><strong>Тестирование API с помощью Postman</strong></p>

<p><strong>PRO&nbsp;</strong><strong>блок по Jmeter:</strong></p>

<ol>
	<li>создание параметризированных тестов в Jmeter;</li>
	<li>использование дополнительных плагинов при работе с Jmeter;</li>
	<li>подключение Allure отчета по результатам тестирования.</li>
</ol>

<p>&nbsp;</p>

<p>Обязательно выполняйте все практические занятия,&nbsp;а так же настоятельно рекомендуется конспектировать видео, для дальнейшего повторения и подготовки к собеседованиям.</p>

<p>Надеюсь, что материалы из него помогут вам изменить свою жизнь и стать хорошими тестировщиками!!!</p>

<p>По любым вопросам и пожеланиям&nbsp; обращайтесь, пожалуйста, в личные сообщения <strong>aleksandr_stepik@mail.ru</strong> и я буду рад помочь ответить на них.</p>

<p>Если вы вдруг обнаружите в моих видео орфографические ошибки в слайдах,&nbsp;заранее прошу за них прощение) Все мы люди)</p>

<p><strong>Успехов в начинаниях. Дорогу осилит идущий!</strong></p>",2022-08-08T13:40:51Z,46234.0,True,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/122902/cover_NkDkKGe/daa15a9861b511b84acdb0e8b70a74c0.jpg
180256,Курс по Numpy - Твой путь в AI.,ru,,https://stepik.org/course/180256/,"При прохождении этого курса вы развиваете навыки работы с массивами данных, математических и статистических операций и других концепций, которые будут полезны во многих областях, включая научные и инженерные вычисления, обработку данных и машинное обучение.",,2023-08-10T08:49:24Z,27965.0,True,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/180256/cover_SDqYfVW/6e6b40da9153bd105aee039a7c5dac4d.png
204833,Основы Prompt Engineering,ru,1 час в день,https://stepik.org/course/204833/,"На курсе вы освоите базовые принципы создания эффективных промптов для работы с нейросетями, которые были обучены на обширном массиве данных и способны анализировать даже сложные запросы. Цель курса – научить вас формулировать промпты так, чтобы улучшить взаимодействие с искусственным интеллектом при решении сложных задач.","<p>Вас приветствует уникальный обучающий курс, который погрузит вас в мир искусственного интеллекта и научит искусству prompt engineering. Этот курс разработан для всех, кто стремится овладеть навыками создания высокоэффективных запросов, которые могут значительно повысить производительность AI-систем.</p>

<p>Prompt engineering — это ключевой навык в эпоху AI. Научившись правильно задавать запросы, вы сможете максимизировать потенциал AI, улучшить качество его ответов и тем самым существенно повысить эффективность работы в самых разных областях — от программирования до маркетинга.</p>",2024-05-28T11:56:44.657Z,1386.0,False,Бизнес и менеджмент,https://cdn.stepik.net/media/cache/images/courses/204833/cover_9Tu4rjP/0e6182526efb1ee78e4f6272483a1892.png
221217,"Курс по страноведению Германии: ""Deutschland - Land und Leute""",de,,https://stepik.org/course/221217/,"На курсе вы узнаете о географии и достопримечательностях Германии, а также познакомитесь с немецкими традициями, праздниками и выдающимися личностями.
",,2024-11-25T11:59:08.080Z,1835.0,False,Языки,https://cdn.stepik.net/media/cache/images/courses/221217/cover_yQlLZht/32a1b6c0bc0365d9d117c70e5ca67e15.png
188460,British and American Culture - Holidays and Traditions,en,1-2,https://stepik.org/course/188460/,"Курс ""British and American Culture - Holidays and Traditions"" представляет собой программу, разработанную для людей, изучающих английский язык и желающих более продробно познакомиться с культурой стран англоязычного мира. Курс позволит слушателям освоить соответствующую лексику, развить навыки чтения и общения и познакомиться с главными праздниками и традициями Великобритании и США.","<p>Курс ""British and American Culture - Holidays and Traditions"" предлагает комплексный подход к развитию языковых навыков и знаний, необходимых для более точного понимания культуры и традиций англоязычных стран.</p>",2023-11-19T20:31:10Z,1630.0,False,Учебные и академические дисциплины,https://cdn.stepik.net/media/cache/images/courses/188460/cover_Z3krCa2/ed5367913599dbda23fbf4d3dfbe9043.png
51,Археология фольклора: мифологические мотивы на карте мира,ru,3 часа в неделю,https://stepik.org/course/51/,"Исследование мирового фольклора позволяет увидеть распространение отдельных фольклорных мотивов в разных традициях и сделать выводы о таких культурных контактах и миграциях, о которых у нас мало иных свидетельств.","<p>В мире записаны многие десятки тысяч фольклорных текстов. Под фольклором я имею в виду не только развернутые тексты (сказки, легенды, былички и др.), но и разного рода народные верования типа представлений о небесных светилах и атмосферных явлениях (радуге, солнце, луне, созвездиях и т.п.).</p>

<p>Фольклористика подходила к фольклору некоторой данной традиции как к своеобразному коду, который нуждался в интерпретации и позволял, например, соотнести содержание фольклорных текстов и некую этнографическую реальность. Этот подход подход оказался не очень продуктивен, а рассмотрение мирового фольклора как целого до сих пор было вне фокуса внимания. Между тем, весь массив известных нам текстов содержат огромный объем информации. О чем она?</p>

<p>Проблема интерпретации большого количества данных касается не только фольклора, но и вообще массового материала по человеческой культуре — например, данных об одежде, пище, жилище, верованиях, обычаях — обо всем, что изучают антропологи в разных обществах. Попытка работать с большим массивом этнографических материалов была предпринята в середине ХХ века Джорджем Мёрдоком. В результате сведения, взятые из многих сотен этнографических описаний разных культур мира, оказались расклассифицированы с опорой на каталог признаков, элементов культуры. Туда попадают, среди прочего, и позы, которые характерны для представителей различных культур, и идеал телесной красоты, и использование ароматов, и ритмы в танцах, и, например, данные о том, подвергают ли в этом обществе стерилизации людей с отклонениями.</p>

<p>Данные по фольклору и мифологии в базу данных Мердока не включены. Моя задача была восполнить эту лакуну. Первоначально, в начале 1980-х годов, речь шла об обработке данных по мифологии и фольклору Южной Америки, потом — Центральной Америки и Мексики, потом — Северной Америки, ну и потом уже все остальное.</p>

<p>Накладывая на карту данные о распределении мотивов и образов (элементов фольклора), мы можем с некоторой вероятностью определить направление культурных контактов в отдаленном прошлом и даже представить себе, как шло заселение больших территорий. В этом курсе я познакомлю вас с основными принципами, которые легли в основу составляемой базы данных по мировому фольклору. Мы увидим, как с этой базой можно работать, и на нескольких примерах станет понятно, какого рода закономерности можно проследить на этом материале.</p>

<p><a href=""https://stepik.org/media/attachments/course/51/Archeology.pdf"" rel=""noopener noreferrer nofollow"">Методическая информация</a></p>",2014-12-15T16:34:12Z,28483.0,False,Учебные и академические дисциплины,https://cdn.stepik.net/media/cache/images/courses/51/cover/9b66b8949a4755a9e70cc7cfe6335d23.png
60,Курс выживания в Санкт-Петербурге,ru,,https://stepik.org/course/60/,Должно быть ясно,,2014-05-13T09:29:06Z,1374.0,False,Досуг,https://cdn.stepik.net/media/cache/images/courses/60/cover/4d108241e8d1abddbb0918563bc7a10d.png
67,Программирование на Python,ru,3-6 часов в неделю,https://stepik.org/course/67/,"Курс посвящен базовым понятиям и элементам языка программирования Python (операторы, числовые и строковые переменные, списки, условия и циклы). Курс является вводным и наиболее подойдет слушателям, не имеющим опыта написания программ ни на одном из языков программирования.","<p>В этом курсе по программированию на языке Python вы познакомитесь с базовыми понятиями программирования.<br>
Едва ли возможно научиться программировать без практики, поэтому в качестве домашних заданий вам будет предложено довольно много задач, в которых вы сможете потренировать своё умение программировать.<br>
Ваши решения будут проверяться автоматической системой, поэтому вы будете получать быструю обратную связь. В силу большого количества участников курса, преподаватели не смогут давать индивидуальных советов по каждой программе, но если у вас будут возникать проблемы, то их всегда можно обсудить с однокурсниками в комментариях к задачам.<br>
Также в курсе присутствует несколько задач повышенной сложности, которые являются необязательными для прохождения курса, однако желающие смогут поломать голову над придумыванием алгоритмов и реализацией программ к этим задачам.<br>
Курс подготовлен на базе программы <a href=""https://bioinf.me/"" rel=""nofollow noopener noreferrer"">Института биоинформатики</a>.</p>",2014-10-13T19:44:32Z,66495.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/67/cover/a58221f521114b81084c0f72200131c0.png
122947,Создание бота в Telegram на Python,ru,,https://stepik.org/course/122947/,"Вы узнаете, как устроены боты в Telegram и на практике научитесь их разрабатывать, используя Python и библиотеку python-telegram-bot","<p>Курс расскажет, как устроены боты в Telegram и научит вас основам их разработки на Python.</p>

<ol>
	<li>В первом модуле вы узнаете что такое Telegram-боты и как они работают. Как их создавать. Как происходит взаимодействие пользователей и ботов.</li>
	<li>Во втором узнаете как работать с библиотекой для разработки ботов — python-telegram-bot. Напишите 4 простых бота и научитесь обрабатывать команды от пользователей, работе с текстовыми сообщениями, клавиатурами и фото.</li>
	<li>В третьем модуле получите советы по привлечению первых пользователей в ваши боты.</li>
</ol>",2022-08-27T15:28:32Z,1867.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/122947/cover_rq2Uz1s/2c03c5906f5fb674ff69d3f537ce0755.png
70,Молекулярная биология и генетика,ru,3 часа в неделю,https://stepik.org/course/70/,"Курс рассказывает об основных понятиях молекулярной биологии и генетики, начиная от организации клетки и заканчивая микро- и макроэволюцией. Курс подойдет слушателям, как незнакомым с биологией, так и знакомым с ней на уровне школьной программы.","<p>На протяжении курса мы познакомимся с базовыми понятиями, исследованием которых занимается молекулярная биология и генетика.<br>
В современной биологии трудно найти какую-либо область, которая может существовать без опоры на знания и методы молекулярной биологии. Понимание механизмов работы клетки, реализации генетического материала и процессов, связанных с наследственностью, будет полезно всем, кто хочет начать более глубокое знакомство с биологией.<br>
Курс подготовлен на базе программы <a href=""https://bioinf.me/"" rel=""nofollow noopener noreferrer"">Института биоинформатики</a>.</p>",2014-10-13T19:44:22Z,12550.0,False,Учебные и академические дисциплины,https://cdn.stepik.net/media/cache/images/courses/70/cover/603ed41e0ddbe8edf9b879726a6ceca4.jpg
73,Введение в Linux,ru,3-4 часа в неделю,https://stepik.org/course/73/,"Курс знакомит слушателей с операционной системой Linux и основами её использования. В рамках курса мы покажем как установить Linux на ваш компьютер, расскажем о программах в нем, поработаем в терминале, зайдем на удаленный сервер и рассмотрим еще несколько продвинутых тем. Стоит отметить, что курс не является исчерпывающим и рассказывает только о базовых возможностях Linux, но, несмотря на это, рассказанного материала достаточно для успешного выполнения разноплановых задач в системе Linux.","<p>В рамках представленного курса слушатели познакомятся с операционной системой Linux и её базовыми возможностями. Наличие установленного Linux на компьютере не требуется, так как мы начнём знакомство с этой операционной системой с самого начала, а именно с ее установки.</p>

<p>Далее в курсе будут рассмотрены основные возможности графического интерфейса Linux, которые очень напоминают знакомые большинству слушателей Windows или Mac OS X. После этого мы перейдем к изучению работы через командную строку, которая поначалу может показать не очень удобной, но постепенно станут понятны ее преимущества над графическим подходом.</p>

<p>Следующий блок курса посвящен работе на удаленном сервере. Мы научимся заходить на него, запускать различные программы удаленно, а также копировать результаты их выполнения на свой локальный компьютер для дальнейшего анализа.</p>

<p>Заключительная часть курса рассматривает несколько продвинутых тем, включающих в себя основы написания скриптов на языке bash, использование многофункционального текстового редактора vim и другие.</p>

<p>В течение курса всем слушателям будет предложен ряд тестов и практических заданий на понимание и использование системы Linux. Кроме того, будет и несколько заданий по написанию небольших программ на языке bash.</p>",2014-10-14T10:48:40Z,37383.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/73/cover/fc09ec6042f8df6cbacb1b6e3d2479ea.png
76,Основы статистики,ru,3-4 часа в неделю,https://stepik.org/course/76/,"Курс знакомит слушателей с основными понятиями и методами математической статистики. В течение трех недель мы рассмотрим наиболее широко используемые статистические методы и принципы, стоящие за ними. Полученных знаний будет достаточно для решения широкого круга задач, возникающих в рамках исследовательской работы.","<p>В рамках трехнедельного курса рассматриваются подходы к описанию получаемых в исследованиях данных, основные методы и принципы статистического анализа, интерпретация и визуализация получаемых результатов. Слушатели познакомятся с такими методами статистического анализа как дисперсионный, регрессионный и кластерный анализ. Мы научимся сравнивать группы между собой, рассчитывать коэффициенты корреляции и строить регрессионные уравнения.<br>
Основной акцент делается на математических идеях, интуиции и логике, которые обуславливают методы и расчетные формулы. Изученный материал будет применим для решения широкого круга задач, возникающих в рамках исследовательской работы практически любого направления.<br>
<br>
Курс подготовлен на базе программы <a href=""https://bioinf.me/"" rel=""noopener noreferrer nofollow"">Института биоинформатики</a>.<br>
<br>
<strong>В данный момент курс находится в стадии пересмотрения содержания и редактирования.&nbsp;</strong></p>",2014-12-03T15:54:13Z,25208.0,False,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/76/cover_6b82dH3/72cf178b90f7b2daf7ecd67d6c430d19.jpg
122957,Microsoft Power BI для бизнес-аналитики,ru,,https://stepik.org/course/122957/,"Станьте мастером Power BI Desktop, изучая продвинутые возможности на реальных проектах вместе в Power BI практиком","<p>Хотите научиться <strong>профессионально анализировать данные</strong>?</p>

<p>Хотите понять шаги, необходимые для превращения данных в <strong>эффективные и информативные отчеты</strong>?</p>

<p><strong>Тогда Microsoft Power BI — правильный инструмент для вас!</strong></p>

<p> </p>

<p><strong>В ЭТОМ КУРСЕ:</strong></p>

<p>мы шаг за шагом изучим <strong>ключевые моменты Power BI</strong>, с нуля. Вы узнаете, как работать с Power BI, подключать различные источники данных к Power BI, преобразовывать и структурировать данные, создавать мощные формулы с помощью DAX функций, разберемся как использовать графики и визуальные элементы для создания впечатляющих отчетов, формирующих истории из данных.</p>

<p>По ходу курса вы будете играть роль <strong>Ведущего бизнес – аналитика</strong> в международной компании Adventure Works Cycles. Чем вы будете заниматься? <strong>Разрабатывать профессиональное и комплексное решение для бизнес-аналитики</strong>, имея на руках только Power BI и несколько CSV файлов с данными.</p>

<p>Но не волнуйтесь, по ходу курса я буду сопровождать вас и делиться <strong>ясными и понятными объяснениями</strong> всех тонкостей работы <strong>Power BI Desktop</strong>. Мы будем двигаться от простого к сложному и по ходу создания отчета изучим следующие стадии развития проекта:</p>

<ul>
	<li>
	<p>Для начала мы научимся <strong>подключаться и преобразовывать данные</strong> с помощью инструментов редактирования запросов Power Query. В ходе этого раздела мы изучим различные типы соединений Power BI, способы трансформации таблиц, инструменты работы с текстом, числами и датами. Узнаем как группировать и агрегировать данные; изменять, объединять и добавлять запросы, подключаться к папкам и многое другое.</p>
	</li>
	<li>
	<p>Далее, по мере <strong>построения полноценной модели данных</strong>, мы изучим такие понятия как кардинальность, нормальзация и фильтрация. Разберемся с применением различных типов связей и схем построения таблиц, изучим фильтрацию и кросс-фильтрацию, возможности скрытия полей из отображения в представлении Отчет</p>
	</li>
	<li>
	<p>Затем мы добавим <strong>вычисляемые столбцы и меры с использованием выражений анализа данных</strong> (DAХ). В этом разделе мы познакомимся с вычисляемыми столбцами и мерами и поймем, чем они отличаются друг от друга. Изучим контекст фильтра и контекст строки. Разберемся с синтаксисом DAX формул и пройдемся по их основным функциям: функциям даты и времени, логическим и условным выражениям, текстовым, математическим и статистическим функциям. А также посвятим отдельно несколько уроков наиболее употребляемым функциям CALCULATE, ALL и FILTER.</p>
	</li>
	<li>
	<p>И наконец в конце создадим <strong>интерактивные динамические отчеты</strong> с использованием инструментов визуализации PowerBI. Этот раздел будет полностью посвящен представлению Отчет, где мы разберем основные визуальные элементы Power BI – матрицы, срезы, графики, карточки, датчики и т.д. Плюс ко всему мы подгрузим дополнительные визуалы из библиотеки визуальных элементов. Изучим принципы фильтрации и детализации, и взаимодействие между графиками. Также рассмотрим возможности выгрузки отчета в Power BI Services и построим вариант Отчета для мобильного устройства.</p>
	</li>
</ul>

<p>В итоге вы получите не только готовый проект бизнес-аналитики, построенный с нуля, но и приобретете знания и уверенность для последующих собственных проектов Power BI.</p>

<p>Независимо от того, являетесь ли вы случайным пользователем Power BI или профессиональным аналитиком данных, этот курс позволит вам создавать <strong>УРАГАННЫЕ</strong> проекты – гарантировано!</p>

<p>Присоединяйтесь сегодня и вы получите пожизненный доступ к:</p>

<ul>
	<li>
	<p><em>Электронному учебнику по Power BI</em></p>
	</li>
	<li>
	<p><em>Скачиваемым файлам проекта</em></p>
	</li>
	<li>
	<p><em>Домашним заданиям и тестам</em></p>
	</li>
	<li>
	<p><em>Индивидуальную поддержку преподавателя</em></p>
	</li>
	<li>
	<p><em>Доступ к Вопросам и Ответам</em></p>
	</li>
	<li>
	<p><em>30-ти дневную гарантию возврата средств</em></p>
	</li>
</ul>

<p>Увидимся на лекциях!</p>

<p>Ренат</p>",2022-09-27T10:22:44Z,38365.0,True,Информационные технологии,https://cdn.stepik.net/media/cache/images/courses/122957/cover_uTfs7qU/a4f4ae47b902a3efc44e31f256a2430f.png
122962,История Викингов,ru, нагрузку ставите сами,https://stepik.org/course/122962/,"Курс создан для тех, кому интересна история викингов","<p>Курс подготовлен для всех кто интересуется историей викингов. В рамках курса вы познакомитесь с эпохой викингов, с их вооружением и военным делом, походами викингов,  о корреляции Скандинавии и Руси, о религии викингов, пройдёте тесты для закрепления материала.</p>",2022-09-13T17:20:50Z,22019.0,False,Учебные и академические дисциплины,https://cdn.stepik.net/media/cache/images/courses/122962/cover_JH2bAId/efc5a56e9354d7bc0605d130709a7bf3.png
82,Инвестиционный банкинг изнутри,ru,3 часа в неделю,https://stepik.org/course/82/,"Курс о различных типах карьеры в инвестиционных банках, хеджевых фондах, инвестиционных фирмах – о том, что и как делают в банковском офисе.","<p>Курс рассказывает о различных типах карьер в финансовом секторе – в инвестиционных банках, фирмах и хеджевых фондах. Слушатели научатся успешно проходить собеседования на работу, получат представление о том, какого рода деятельностью они будут заниматься в офисе в первые несколько лет, как будет складываться рабочий день занятого на той или иной позиции, и какие навыки необходимо будет приобрести для продвижения по карьерной лестнице и достижения успеха. Курс снабжен тестами, кейсами и примерами из реальной жизни лондонского Сити и российского финансового сектора.</p>

<p><a href=""https://stepik.org/media/attachments/course/82/%D0%98%D0%BD%D0%B2%D0%B5%D1%81%D1%82%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B1%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D0%B3_%D0%B8%D0%B7%D0%BD%D1%83%D1%82%D1%80%D0%B8.pdf"" rel=""noopener noreferrer nofollow"">Методическая информация</a></p>",2014-12-15T16:31:42Z,30788.0,False,Бизнес и менеджмент,https://cdn.stepik.net/media/cache/images/courses/82/cover/766f14fc56e009a7a118b872ee5092eb.png
